GameID,AwayTeam,AwayTeamScore,HomeTeam,HomeTeamScore
401169447,57,59,41,62
401169980,2084,68,41,79
401185696,2752,75,41,74
401182593,2390,55,41,80
401169982,314,62,41,80
401169461,84,57,41,54
401169983,2612,56,41,66
401169985,2885,47,41,69
401169518,41,60,58,75
401169524,2655,61,41,67
401169470,41,55,222,61
401169554,218,63,41,78
401169481,41,89,218,93
401169488,58,71,41,78
401170025,2182,62,218,70
401170026,2415,57,218,75
401170027,218,70,2325,65
401169450,218,70,30,61
401169453,120,76,218,69
401182562,245,42,218,65
401182567,2166,53,218,66
401169456,142,64,218,54
401169460,2603,61,218,108
401168259,2390,78,218,77
401170028,2520,66,218,78
401169512,218,62,2116,58
401169527,2655,65,218,51
401170029,218,59,219,66
401169562,151,64,218,76
401169575,218,72,2655,68
401169471,222,76,218,56
401169486,218,63,151,67
401170048,2504,69,2116,73
401168177,2390,79,2116,70
401170049,2116,67,2287,65
401170050,232,71,2116,72
401169452,219,68,2116,67
401182602,2492,65,2116,78
401182605,232,56,2116,77
401170051,2885,65,2116,78
401170052,2739,66,2116,79
401170053,2529,65,2116,76
401170054,2065,65,2116,70
401169663,2116,52,201,53
401169532,2116,74,2655,55
401169538,58,54,2116,55
401169557,2116,48,58,64
401169564,2116,68,151,64
401169483,2655,75,2116,74
401169986,2678,68,151,80
401169443,151,57,2426,62
401169987,151,62,2026,68
401169988,2335,77,151,57
401169989,339,68,151,85
401185835,140,74,151,68
401185979,242,77,151,69
401169990,151,89,256,99
401169991,2154,85,151,75
401169992,2097,67,151,79
401169993,2379,57,151,71
401169994,2429,56,151,60
401169995,2198,74,151,82
401169520,58,59,151,62
401169547,2655,62,151,81
401169570,151,81,2655,67
401170016,2029,41,58,70
401168170,103,74,58,60
401170017,85,70,58,53
401170018,2747,55,58,69
401170019,2350,55,58,66
401186182,166,65,58,45
401186454,158,74,58,67
401170020,231,55,58,65
401170021,159,44,58,63
401170022,2182,61,58,81
401170023,328,76,58,74
401168271,52,66,58,60
401170024,2226,58,58,60
401169556,58,66,2655,52
401170030,2545,55,2655,76
401170031,2296,79,2655,88
401170032,2466,52,2655,79
401169448,344,80,2655,66
401182608,2393,74,2655,86
401182612,254,61,2655,65
401170033,2582,65,2655,82
401170034,2655,61,2572,56
401170035,139,86,2655,62
401170036,2016,57,2655,68
401170037,2006,62,2655,61
401197795,119,86,2655,82
401173575,282,81,2168,86
401170124,2127,61,2168,90
401170134,2437,68,2168,93
401169859,61,61,2168,80
401182626,259,62,2168,89
401182629,2305,90,2168,84
401170156,2277,68,2168,99
401170088,2608,68,2168,78
401170176,2181,47,2168,78
401170181,249,58,2168,71
401170191,38,78,2168,76
401170200,2755,53,2168,81
401170208,2454,59,2168,77
401170214,2168,84,2325,58
401170220,2168,80,2603,67
401170229,113,60,2168,88
401170237,2670,65,2168,79
401170242,2168,78,139,76
401170250,179,60,2168,86
401170257,2168,87,257,79
401170264,2168,73,2184,69
401170270,2230,56,2168,70
401170281,139,65,2168,71
401170287,227,67,2168,81
401170293,2168,71,113,63
401170299,2168,66,2670,61
401170308,2184,70,2168,80
401170094,112358,65,227,76
401166028,227,55,120,73
401169829,333,79,227,93
401170132,2447,65,227,70
401170141,249,47,227,60
401169855,99,96,227,83
401171999,2363,64,227,73
401169638,227,81,277,86
401168429,2507,61,227,75
401170195,98,82,227,86
401170205,227,89,2393,62
401170216,227,75,225,85
401170223,257,69,227,61
401170225,2166,58,227,69
401170232,227,65,2670,56
401170241,227,71,2603,61
401170243,2325,63,227,66
401170252,2184,55,227,77
401170260,227,81,179,75
401170263,227,78,2244,64
401170269,2670,75,227,87
401170276,113,67,227,73
401170280,227,82,45,51
401170292,2603,55,227,73
401170306,227,75,2166,77
401170096,195,65,179,53
401170113,179,65,2561,78
401170122,164,74,179,80
401170142,179,57,2099,61
401170149,2382,51,179,56
401170152,301,61,179,70
401187492,179,71,2226,64
401170167,2275,45,179,73
401170174,[None],50,179,75
401172052,315,70,179,87
401170190,179,66,2393,65
401170210,179,79,2084,84
401170222,179,71,45,66
401170226,179,61,2244,49
401170234,2230,44,179,64
401170240,113,61,179,74
401170244,179,63,2670,91
401170266,179,62,2230,55
401170274,2244,65,179,74
401170277,45,47,179,72
401170282,179,83,2184,80
401170286,179,74,2603,56
401170291,2166,93,179,64
401170307,257,71,179,75
401170103,2598,98,257,100
401169826,238,92,257,93
401170130,2463,62,257,90
401170140,2377,57,257,87
401170147,275,52,257,62
401183491,2,79,257,65
401168229,103,44,257,64
401170158,257,80,2261,63
401170169,6,57,257,75
401170175,232,71,257,78
401170185,257,62,295,59
401170196,2515,73,257,58
401169912,257,78,333,90
401170213,2603,52,257,84
401170231,139,74,257,58
401170236,257,70,2166,64
401170245,257,97,2244,87
401170249,2325,57,257,75
401170262,257,68,2670,87
401170271,45,54,257,76
401170284,257,59,2230,53
401170290,257,74,2325,47
401170296,2670,59,257,77
401170303,2244,50,257,65
401170093,163,67,2184,94
401170112,2320,56,2184,66
401170121,288,36,2184,58
401170138,282,71,2184,74
401170139,2005,63,2184,69
401170145,2351,50,2184,71
401170159,2678,58,2184,71
401170170,171,54,2184,90
401170177,2515,49,2184,71
401170192,2046,77,2184,86
401170198,5,77,2184,68
401170202,276,83,2184,61
401170212,139,59,2184,73
401170218,2166,64,2184,71
401170224,2184,78,2603,60
401170233,2184,66,45,61
401170238,2230,56,2184,58
401170258,2184,64,113,73
401170275,2325,69,2184,71
401170278,2184,82,139,68
401170297,2184,59,2230,54
401170301,45,70,2184,67
401169807,2,76,2166,66
401170114,2166,58,2429,71
401170123,350,49,2166,87
401170133,2440,71,2166,91
401168208,154,82,2166,70
401168407,269,73,2166,63
401182564,2217,56,2166,67
401170162,2166,70,111,63
401170171,2154,52,2166,88
401170197,2166,59,2350,56
401169921,2166,71,238,76
401170230,2603,83,2166,89
401170247,2166,74,2230,62
401170251,139,59,2166,71
401170256,2244,53,2166,68
401170265,2166,104,45,107
401170273,113,50,2166,85
401170279,2166,62,2670,73
401170288,2230,49,2166,79
401170298,2166,72,2603,73
401170101,526,67,139,89
401170110,2674,70,139,81
401166424,331,60,139,82
401168443,2550,83,139,66
401170137,2272,55,139,67
401170143,2057,55,139,60
401168221,139,64,103,54
401170154,79,60,139,69
401169883,2,67,139,61
401170182,[None],69,139,82
401169665,2306,63,139,66
401170206,2065,67,139,77
401170219,113,80,139,83
401170227,45,58,139,63
401170261,2230,39,139,55
401170267,139,77,2325,76
401170272,139,78,2603,73
401170294,2325,69,139,84
401170300,139,63,113,67
401170304,2670,62,139,80
401170102,2598,58,2670,72
401170106,249,56,2670,59
401169823,99,82,2670,84
401170131,55,65,2670,93
401170144,526,48,2670,78
401170148,2011,62,2670,78
401170150,2509,59,2670,56
401187173,2633,72,2670,69
401170168,295,57,2670,69
401170180,2623,51,2670,61
401171691,2670,76,232,71
401170203,2352,51,2670,85
401170215,2230,46,2670,64
401170217,2670,72,2244,59
401170248,2670,73,2603,60
401170255,2670,76,2325,65
401170289,2244,72,2670,67
401170099,45,58,119,72
401170108,47,62,45,76
401170116,44,67,45,65
401170127,2415,68,45,64
401170080,140,74,45,68
401185834,339,70,45,78
401185899,270,63,45,66
401169868,45,65,2579,74
401170160,104,63,45,64
401170165,48,56,45,66
401170194,108,88,45,75
401170201,2344,65,45,78
401170239,2244,67,45,73
401170246,45,75,113,51
401170253,45,54,2230,59
401170259,2603,69,45,85
401170295,45,73,2244,67
401170310,2325,72,45,62
401170109,113,62,2217,60
401170117,111,71,113,80
401170128,2115,43,113,89
401170136,2520,72,113,82
401168212,258,58,113,46
401183488,2599,78,113,63
401166099,113,57,164,82
401169875,2579,84,113,80
401170161,113,55,108,89
401170173,43,83,113,80
401170207,113,79,2006,85
401170228,2325,69,113,77
401170254,113,63,2244,73
401170268,2603,76,113,91
401170285,2244,67,113,69
401170309,113,57,2230,49
401170098,2426,55,2244,68
401170105,2344,65,2244,76
401170119,112358,74,2244,80
401170126,256,70,2244,83
401170135,2352,61,2244,65
401166087,2244,63,120,86
401170085,295,53,2244,60
401186194,158,66,2244,85
401186453,166,64,2244,68
401170157,55,60,2244,67
401170164,44,53,2244,68
401169674,2244,53,2628,87
401170235,2244,76,2325,63
401170305,2603,55,2244,62
401170107,314,64,2325,70
401170120,2325,59,219,75
401170146,93,64,2325,75
401186196,2750,70,2325,72
401186456,6,76,2325,81
401169781,2325,72,222,83
401170166,2325,71,2182,63
401170178,2415,68,2325,85
401170184,2681,60,2325,74
401170199,161,58,2325,66
401172842,2083,59,2325,71
401170221,2325,66,2230,60
401170283,2603,66,2325,83
401170302,2230,49,2325,58
401170097,2597,59,2230,68
401170118,161,50,2230,53
401170125,2368,41,2230,58
401170082,2440,74,2230,60
401185763,2253,58,2230,70
401185922,98,69,2230,64
401170153,2379,45,2230,66
401170163,2363,54,2230,53
401170172,2803,69,2230,61
401170179,2634,66,2230,61
401170188,256,75,2230,69
401170209,2154,56,2230,62
401170095,71,81,2603,86
401170111,2603,69,295,82
401170129,2603,68,2350,85
401169848,57,70,2603,62
401182570,2623,71,2603,69
401182595,119,76,2603,64
401170151,2598,79,2603,63
401170155,322,94,2603,71
401169783,222,78,2603,66
401170187,2729,69,2603,84
401172334,2603,87,219,81
401168160,52,61,221,63
401168168,52,63,57,51
401168184,2717,74,52,79
401168198,236,53,52,89
401168210,2598,65,52,80
401168215,2130,56,52,113
401168227,2633,57,52,60
401187174,2509,60,52,63
401168234,52,64,84,80
401168520,228,53,52,72
401168258,2454,81,52,98
401168278,2453,71,52,88
401168521,59,58,52,70
401168506,52,78,97,65
401168522,52,78,154,68
401168476,258,50,52,54
401168523,52,83,2390,79
401168524,87,84,52,85
401168480,52,56,258,61
401168525,52,74,259,63
401168498,153,59,52,65
401168526,2390,81,52,99
401168365,52,65,150,70
401168527,183,77,52,80
401168528,221,67,52,82
401168529,52,67,152,61
401168518,97,67,52,82
401168155,2305,66,150,68
401168162,36,55,150,89
401168174,2110,54,150,105
401168183,2247,63,150,74
401168205,25,52,150,87
401183478,46,73,150,81
401168219,2617,85,150,83
401168226,2737,70,150,83
401168236,150,87,127,75
401170519,150,77,259,63
401168265,2747,57,150,86
401168277,225,50,150,75
401168354,103,49,150,88
401168355,150,95,2390,62
401168356,150,73,59,64
401168357,154,59,150,90
401168358,150,72,228,79
401168359,97,79,150,73
401168360,2390,59,150,89
401168361,221,67,150,79
401168362,150,97,183,88
401168363,150,63,103,55
401168364,150,98,153,96
401168366,87,60,150,94
401168367,150,66,152,88
401168368,259,64,150,88
401168156,97,87,2390,74
401168169,2754,55,97,78
401168179,282,62,97,91
401168194,2428,58,97,87
401168200,2908,50,97,76
401168213,2006,76,97,82
401168228,98,54,97,71
401168235,130,43,97,58
401168505,221,46,97,64
401168245,2641,70,97,57
401168250,2198,67,97,99
401168262,193,46,97,70
401168280,97,70,96,78
401168507,2390,58,97,74
401168508,97,67,87,64
401168509,97,73,221,68
401168510,59,64,97,68
401168511,228,62,97,80
401168512,97,86,103,69
401168513,97,77,152,57
401168514,154,76,97,86
401168482,258,73,97,80
401168515,97,58,59,64
401168516,97,62,228,77
401168517,183,66,97,90
401168501,153,55,97,72
401168161,258,48,183,34
401168171,256,34,258,65
401168191,171,42,258,60
401183487,9,45,258,48
401168243,258,40,2509,69
401184943,153,47,258,56
401168276,2579,70,258,59
401168283,2426,56,258,65
401168473,259,39,258,65
401168474,258,53,103,60
401168475,183,63,258,55
401168477,258,63,59,58
401168478,152,53,258,51
401168479,258,65,154,63
401168481,228,44,258,51
401168483,87,49,258,50
401168485,258,64,153,62
401168486,103,65,258,78
401168487,258,59,221,56
401168157,59,82,152,81
401168613,2174,65,152,84
401168614,2229,77,152,86
401168615,2597,64,152,95
401168616,2016,64,152,87
401168617,2031,58,152,74
401168619,275,54,152,69
401168575,152,91,154,82
401168620,152,80,2430,77
401168621,152,73,2,79
401168622,2643,63,152,83
401168623,2026,60,152,72
401168582,152,70,228,81
401168568,87,68,152,73
401168547,152,58,259,72
401168583,2390,63,152,80
401168584,228,54,152,60
401168559,152,58,59,64
401168496,153,75,152,65
401168585,152,83,2390,72
401168542,152,79,183,74
401168586,152,68,103,71
401168159,87,65,153,76
401168166,2523,57,87,92
401168175,47,50,87,79
401168186,276,64,87,74
401168195,2506,53,87,63
401168206,2649,62,87,64
401168220,161,66,87,91
401168240,87,51,120,72
401168567,103,73,87,72
401168246,2174,71,87,110
401168252,26,61,87,75
401168268,84,62,87,60
401168282,2010,56,87,82
401168534,87,88,183,87
401168558,87,78,59,74
401168538,183,84,87,82
401168569,154,80,87,90
401168560,59,72,87,80
401168570,221,72,87,80
401168571,87,61,228,57
401168500,153,76,87,77
401168572,2390,71,87,87
401168180,2142,54,183,70
401168190,2547,67,183,89
401168202,172,53,183,72
401168211,2083,46,183,97
401168223,197,86,183,72
401182559,213,85,183,64
401168238,2294,68,183,54
401168533,183,97,59,63
401168248,183,79,46,89
401168263,2473,62,183,74
401168272,2454,70,183,82
401168281,315,57,183,71
401168535,259,67,183,63
401168536,103,50,183,76
401168537,183,71,259,69
401168539,221,61,183,69
401168540,183,70,228,71
401168541,154,73,183,75
401168543,59,72,183,79
401168154,259,67,228,60
401171520,2506,45,228,79
401172817,2142,68,228,81
401172484,2174,65,228,87
401173924,2010,51,228,87
401168214,2628,60,228,62
401186102,38,71,228,67
401168232,228,60,135,78
401169889,2579,67,228,54
401170425,294,39,228,68
401173925,43,54,228,45
401168588,2390,73,228,68
401168491,228,79,153,76
401168578,154,68,228,71
401168579,228,44,154,56
401168593,228,72,221,52
401168594,228,82,103,64
401168173,2210,41,59,64
401168199,59,78,61,82
401168216,8,62,59,61
401168230,2065,65,59,68
401168239,158,56,59,73
401168249,59,53,96,67
401168260,2050,65,59,47
401168275,68,60,59,74
401182622,59,70,62,53
401168484,59,96,153,83
401168557,59,71,103,52
401172728,60,54,59,82
401168551,259,57,59,76
401168561,59,64,221,73
401168562,59,86,154,79
401168158,154,70,103,77
401168178,2272,33,103,59
401168188,2057,100,103,85
401166438,331,68,103,72
401168209,305,72,103,67
401168233,77,82,103,64
401168254,2115,55,103,74
401168267,25,60,103,64
401168577,103,62,154,80
401168592,103,72,221,74
401168549,259,56,103,61
401168497,103,71,153,70
401168552,103,77,259,73
401168591,103,58,2390,85
401168165,2154,42,259,74
401168181,2908,57,259,80
401168192,2329,53,259,79
401168203,2169,64,259,100
401168218,127,66,259,71
401182631,252,90,259,77
401168247,236,58,259,63
401168256,2241,46,259,73
401168273,2678,55,259,64
401168284,2379,37,259,92
401168548,259,80,154,70
401168494,153,77,259,79
401168550,259,61,2390,71
401168553,221,57,259,67
401168554,2390,102,259,95
401168163,2226,60,2390,74
401168189,2514,52,2390,80
401168204,2623,70,2390,74
401182569,57,78,2390,58
401168231,2390,81,356,79
401168251,2010,74,2390,88
401168269,2154,60,2390,91
401168589,221,58,2390,66
401168495,2390,71,153,94
401168590,2390,57,221,62
401168580,154,54,2390,71
401168167,2447,75,221,70
401168176,221,71,2523,57
401168187,277,68,221,53
401168196,2405,50,221,63
401168207,2029,41,221,66
401168217,2306,59,221,63
401186215,77,59,221,72
401168237,164,60,221,71
401168257,2459,50,221,59
401168286,2099,79,221,87
401168576,154,69,221,65
401168489,221,73,153,65
401168493,153,52,221,66
401168172,171,63,154,65
401168182,2427,79,154,98
401168193,154,65,2429,67
401168225,232,56,154,65
401182600,299,75,154,88
401182607,12,73,154,66
401168242,154,54,213,76
401168253,2752,78,154,80
401168274,2448,64,154,76
401168499,153,57,154,74
401168164,153,78,350,62
401168185,2241,61,153,77
401168201,2210,61,153,75
401168222,333,67,153,76
401183482,130,73,153,64
401183485,2483,74,153,78
401168241,194,74,153,49
401168255,2747,68,153,64
401168261,153,81,2250,94
401168270,26,64,153,74
401168285,43,67,153,70
401170344,2515,60,2335,66
401170349,2379,55,2335,66
401170355,2569,39,2335,65
401170368,2426,48,2335,55
401170078,2415,48,2335,89
401185760,242,59,2335,71
401185980,140,49,2335,62
401170387,[None],42,2335,88
401170396,[None],28,2335,87
401170087,2253,61,2335,70
401169887,2335,61,238,56
401170423,119,54,2335,66
401197796,2006,67,2335,80
401169914,2335,57,99,74
401170433,2335,59,526,46
401170439,2335,65,2885,38
401170444,2453,52,2335,63
401170446,294,37,2335,54
401170456,288,60,2335,67
401170457,2335,70,2454,71
401170464,2335,43,56,48
401170467,338,45,2335,83
401170471,526,46,2335,61
401170476,2335,71,294,62
401170478,2335,74,2453,56
401170486,2885,49,2335,62
401170492,2454,77,2335,82
401170495,56,49,2335,77
401169796,2454,59,57,74
401170342,[None],81,2454,89
401170351,290,77,2454,80
401170358,2572,63,2454,66
401170366,[None],39,2454,115
401166084,2454,68,2294,83
401168317,2454,67,156,76
401170516,112358,92,2454,95
401186876,2634,81,2454,73
401170394,2272,70,2454,93
401170403,2454,83,2046,90
401170412,2454,72,2572,69
401170436,2454,76,338,57
401170440,2454,81,2453,65
401170443,526,74,2454,89
401170447,2885,78,2454,66
401170450,2454,75,294,68
401170463,2454,73,288,85
401170468,56,65,2454,78
401170469,338,45,2454,86
401170474,2454,82,2885,75
401170477,2454,69,526,60
401170482,294,66,2454,81
401170487,2453,67,2454,80
401170493,288,74,2454,82
401170339,[None],26,56,84
401170346,56,77,2710,75
401170361,56,55,2870,79
401166076,56,51,194,86
401170376,314,60,56,55
401170380,2405,55,56,63
401170381,2717,70,56,64
401170385,[None],60,56,72
401170389,56,53,2309,77
401170397,2065,67,56,72
401170405,56,61,2678,88
401170415,2344,76,56,72
401170419,56,76,2427,78
401170430,2229,83,56,67
401169919,56,63,2579,56
401170434,288,66,56,63
401170438,56,57,338,54
401170448,526,66,56,62
401170451,56,54,2453,49
401170453,56,64,294,59
401170458,2885,64,56,65
401170470,56,55,288,53
401170473,56,65,526,62
401170483,2453,64,56,75
401170488,338,42,56,59
401170490,56,69,2885,78
401170340,[None],55,288,104
401170348,2393,73,288,70
401170356,288,78,2634,79
401170372,2057,73,288,67
401170377,288,65,2426,61
401170382,288,78,2635,65
401169792,288,62,2752,87
401170398,288,75,2057,80
401170409,[None],72,288,96
401170417,2635,60,288,78
401169913,288,59,2,86
401170437,288,61,526,68
401170441,338,73,288,85
401170445,2453,82,288,69
401170452,288,57,2885,75
401170460,294,89,288,85
401170475,288,73,2453,71
401170479,288,72,338,66
401170484,2885,63,288,77
401170485,526,54,288,64
401170489,288,68,294,67
401169804,2453,55,2579,77
401170350,[None],64,2453,95
401166059,2453,65,84,91
401170362,2535,55,2453,61
401170369,2453,73,2571,78
401170375,2453,61,2348,82
401170386,2400,50,2453,73
401170390,2413,57,2453,67
401170399,2453,63,2653,71
401170408,3,50,2453,78
401170418,2453,56,5,63
401170424,2453,80,2010,92
401170435,294,57,2453,62
401170454,526,65,2453,70
401170459,2453,78,338,58
401170465,2453,78,2885,74
401170472,2453,83,294,85
401170491,338,46,2453,65
401170353,526,49,159,55
401170359,526,68,2382,84
401170371,2226,70,526,72
401170384,53,59,526,73
401170388,155,78,526,63
401170392,2097,51,526,46
